Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month ,Column1
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,10,12222," $81,914.00 "," $81,914.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,11,11438," $76,594.00 "," $76,594.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2018,12,10087," $67,557.00 "," $67,557.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,1,10591," $70,917.00 "," $70,917.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,2,9912," $66,360.00 "," $66,360.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,3,9646," $64,680.00 "," $64,680.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,4,10542," $70,616.00 "," $70,616.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,5,11571," $77,497.00 "," $77,497.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,6,10941," $73,304.00 "," $73,304.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,7,9646," $64,666.00 "," $64,666.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,8,9940," $66,626.00 "," $66,626.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,9,9800," $65,618.00 "," $65,618.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,10,9247," $61,929.00 "," $61,929.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,11,9667," $64,757.00 "," $64,757.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2019,12,9772," $65,527.00 "," $65,527.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,1,9128," $61,187.00 "," $61,187.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,2,8701," $58,331.00 "," $58,331.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,3,11977," $80,220.00 "," $80,220.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,4,8246," $55,216.00 "," $55,216.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,5,8456," $56,651.00 "," $56,651.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,6,9667," $64,743.00 "," $64,743.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,7,9646," $64,652.00 "," $64,652.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,8,8323," $55,769.00 "," $55,769.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,9,9345," $62,622.00 "," $62,622.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,10,9177," $61,432.00 "," $61,432.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,11,8148," $54,572.00 "," $54,572.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2020,12,8939," $59,871.00 "," $59,871.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,1,7917," $53,046.00 "," $53,046.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,2,8421," $56,434.00 "," $56,434.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,3,8785," $58,779.00 "," $58,779.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,4,8939," $59,878.00 "," $59,878.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,5,7700," $51,604.00 "," $51,604.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,6,9793," $65,632.00 "," $65,632.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,7,8967," $60,102.00 "," $60,102.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,8,8092," $54,264.00 "," $54,264.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,9,7952," $53,291.00 "," $53,291.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,10,8638," $57,883.00 "," $57,883.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,11,7609," $50,974.00 "," $50,974.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2021,12,8596," $57,652.00 "," $57,652.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,1,7784," $52,192.00 "," $52,192.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,2,7406," $49,637.00 "," $49,637.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,3,8239," $55,258.00 "," $55,258.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,4,6958," $46,683.00 "," $46,683.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,5,7980," $53,452.00 "," $53,452.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,6,7602," $50,960.00 "," $50,960.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,7,8120," $54,439.00 "," $54,439.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,8,7217," $48,328.00 "," $48,328.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,9,8162," $54,684.00 "," $54,684.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,10,6776," $45,409.00 "," $45,409.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,11,7616," $50,988.00 "," $50,988.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2022,12,6538," $43,778.00 "," $43,778.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2023,1,6538," $43,792.00 "," $43,792.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2023,2,5152," $34,573.00 "," $34,573.00 "
Shampoo,Moisturizing,Glitterati,Nourish,North,2023,3,5278," $35,350.00 "," $35,350.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,1,7308," $48,923.00 "," $48,923.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,2,7322," $49,049.00 "," $49,049.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,3,6531," $43,799.00 "," $43,799.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,4,5705," $38,192.00 "," $38,192.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,5,6104," $40,922.00 "," $40,922.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,6,7084," $47,411.00 "," $47,411.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,7,5082," $34,097.00 "," $34,097.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,8,4711," $31,528.00 "," $31,528.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,9,5796," $38,836.00 "," $38,836.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,10,6328," $42,406.00 "," $42,406.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,11,6265," $41,979.00 "," $41,979.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2018,12,6216," $41,678.00 "," $41,678.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,1,5670," $37,982.00 "," $37,982.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,2,5355," $35,861.00 "," $35,861.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,3,5264," $35,287.00 "," $35,287.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,4,4522," $30,317.00 "," $30,317.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,5,5334," $35,763.00 "," $35,763.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,6,5061," $33,929.00 "," $33,929.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,7,3962," $26,523.00 "," $26,523.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,8,3745," $25,046.00 "," $25,046.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,9,4347," $29,148.00 "," $29,148.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,10,3983," $26,719.00 "," $26,719.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,11,3766," $25,263.00 "," $25,263.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2019,12,4165," $27,937.00 "," $27,937.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,1,4060," $27,202.00 "," $27,202.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,2,3780," $25,312.00 "," $25,312.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,3,4704," $31,521.00 "," $31,521.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,4,3857," $25,858.00 "," $25,858.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,5,2884," $19,334.00 "," $19,334.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,6,5579," $37,380.00 "," $37,380.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,7,3703," $24,829.00 "," $24,829.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,8,2730," $18,235.00 "," $18,235.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,9,3591," $24,017.00 "," $24,017.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,10,3542," $23,772.00 "," $23,772.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,11,3066," $20,552.00 "," $20,552.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2020,12,3101," $20,748.00 "," $20,748.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,1,4039," $27,055.00 "," $27,055.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,2,2996," $20,104.00 "," $20,104.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,3,3213," $21,476.00 "," $21,476.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,4,3507," $23,562.00 "," $23,562.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,5,3640," $24,374.00 "," $24,374.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,6,3360," $22,463.00 "," $22,463.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,7,3003," $20,146.00 "," $20,146.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,8,2807," $18,802.00 "," $18,802.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,9,3521," $23,604.00 "," $23,604.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,10,3794," $25,375.00 "," $25,375.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,11,2961," $19,824.00 "," $19,824.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2021,12,3353," $22,491.00 "," $22,491.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,1,3073," $20,615.00 "," $20,615.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,2,3325," $22,330.00 "," $22,330.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,3,3528," $23,688.00 "," $23,688.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,4,2989," $20,048.00 "," $20,048.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,5,3080," $20,699.00 "," $20,699.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,6,3703," $24,808.00 "," $24,808.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,7,2968," $19,880.00 "," $19,880.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,8,2723," $18,256.00 "," $18,256.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,9,3353," $22,407.00 "," $22,407.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,10,3360," $22,456.00 "," $22,456.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,11,3122," $20,902.00 "," $20,902.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2022,12,2996," $20,020.00 "," $20,020.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2023,1,2457," $16,436.00 "," $16,436.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2023,2,2436," $16,310.00 "," $16,310.00 "
Shampoo,Moisturizing,Glitterati,Nourish,South,2023,3,2422," $16,198.00 "," $16,198.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,1,428815," $260,853.00 "," $260,853.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,2,115375," $75,141.00 "," $75,141.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,3,412725," $291,035.00 "," $291,035.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,4,14635," $914,155.00 "," $914,155.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,5,44879," $316,422.00 "," $316,422.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,6,46712," $3,299,545.00 "," $329,954.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,7,641205," $350,275.00 "," $350,275.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,8,164955," $1,030,045.00 "," $103,004.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,9,417585," $2,954,935.00 "," $295,493.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,10,519125," $314,687.00 "," $314,687.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,11,66683," $364,546.00 "," $364,546.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2018,12,18776," $1,157,615.00 "," $115,761.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,1,74728," $411,933.00 "," $411,933.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,2,47057," $336,029.00 "," $336,029.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,3,70985," $392,249.00 "," $392,249.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,4,51670," $321,155.00 "," $321,155.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,5,59212," $363,112.00 "," $363,112.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,6,77887," $431,021.00 "," $431,021.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,7,19494," $122,928.00 "," $122,928.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,8,50224," $307,142.00 "," $307,142.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,9,53591," $325,001.00 "," $325,001.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,10,77189," $425,801.00 "," $425,801.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,11,19126," $119,748.00 "," $119,748.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2019,12,56582," $343,758.00 "," $343,758.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,1,250745," $160,797.00 "," $160,797.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,2,614825," $381,264.00 "," $381,264.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,3,25420," $1,676,895.00 "," $167,689.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,4,624455," $380,539.00 "," $380,539.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,5,591825," $326,140.00 "," $326,140.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,6,22473," $1,450,725.00 "," $145,072.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,7,606555," $429,129.00 "," $429,129.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,8,51836," $3,175,355.00 "," $317,535.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,9,72201," $400,704.00 "," $400,704.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,10,23541," $1,483,685.00 "," $148,368.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,11,541855," $386,477.00 "," $386,477.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2020,12,62748," $3,443,015.00 "," $344,301.50 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,1,54862," $3,921,749.00 "," $392,174.90 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,2,652757," $4,027,871.00 "," $402,787.10 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,3,601767," $4,313,857.00 "," $431,385.70 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,4,775197," $4,368,054.00 "," $436,805.40 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,5,25390," $161,625.00 "," $161,625.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,6,628389," $3,926,404.00 "," $392,640.40 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,7,66332," $4,274,199.00 "," $427,419.90 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,8,735349," $5,323,871.00 "," $532,387.10 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,9,261078," $1,774,319.00 "," $177,431.90 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,10,656338," $3,852,019.00 "," $385,201.90 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,11,624039," $3,908,196.00 "," $390,819.60 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2021,12,756206," $4,426,369.00 "," $442,636.90 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,1,63528," $368,576.00 "," $368,576.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,2,24462," $162,037.00 "," $162,037.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,3,71855," $528,686.00 "," $528,686.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,4,26318," $173,962.00 "," $173,962.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,5,72745," $425,463.00 "," $425,463.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,6,77177," $561,317.00 "," $561,317.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,7,74896," $437,969.00 "," $437,969.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,8,27082," $179,093.00 "," $179,093.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,9,70411," $417,717.00 "," $417,717.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,10,74319," $469,524.00 "," $469,524.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,11,82605," $595,170.00 "," $595,170.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2022,12,30273," $202,958.00 "," $202,958.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2023,1,92284," $700,750.00 "," $700,750.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2023,2,69022," $442,356.00 "," $442,356.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,Center,2023,3,95746," $722,430.00 "," $722,430.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,1,38695," $23,416.00 "," $23,416.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,2,10158," $542,325.00 "," $542,325.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,3,46705," $278,855.00 "," $278,855.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,4,9188," $49,242.00 "," $49,242.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,5,757," $45,475.00 "," $45,475.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,6,51675," $359,955.00 "," $359,955.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,7,5020," $34,850.00 "," $34,850.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,8,9460," $50,790.00 "," $50,790.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,9,12455," $7,683.00 "," $7,683.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,10,6061," $42,317.00 "," $42,317.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,11,57105," $34,049.00 "," $34,049.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2018,12,11604," $62,160.00 "," $62,160.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,1,6821," $47,556.00 "," $47,556.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,2,1114," $6,721.00 "," $6,721.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,3,6850," $47,600.00 "," $47,600.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,4,1581," $9,583.00 "," $9,583.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,5,6343," $38,148.00 "," $38,148.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,6,8340," $49,590.00 "," $49,590.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,7,15610," $83,270.00 "," $83,270.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,8,1952," $11,950.00 "," $11,950.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,9,8421," $58,637.00 "," $58,637.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,10,9904," $59,022.00 "," $59,022.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,11,16288," $87,654.00 "," $87,654.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2019,12,2010," $11,990.00 "," $11,990.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,1,18050," $96,280.00 "," $96,280.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,2,7071," $49,261.00 "," $49,261.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,3,16102," $864,845.00 "," $864,845.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,4,8410," $50,050.00 "," $50,050.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,5,108015," $75,241.00 "," $75,241.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,6,148125," $793,515.00 "," $793,515.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,7,2382," $14,498.00 "," $14,498.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,8,8201," $489,645.00 "," $489,645.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,9,9060," $53,890.00 "," $53,890.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,10,15190," $80,850.00 "," $80,850.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,11,2211," $13,323.00 "," $13,323.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2020,12,7771," $54,092.00 "," $54,092.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,1,2080," $12,340.00 "," $12,340.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,2,10110," $60,190.00 "," $60,190.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,3,2780," $16,570.00 "," $16,570.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,4,11290," $78,470.00 "," $78,470.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,5,17790," $95,030.00 "," $95,030.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,6,26888," $166,868.00 "," $166,868.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,7,104405," $745,821.00 "," $745,821.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,8,112366," $803,797.00 "," $803,797.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,9,18480," $104,110.00 "," $104,110.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,10,25088," $159,561.00 "," $159,561.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,11,9600," $58,490.00 "," $58,490.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2021,12,145844," $894,255.00 "," $894,255.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,1,10422," $74,208.00 "," $74,208.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,2,15630," $88,180.00 "," $88,180.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,3,12684," $90,677.00 "," $90,677.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,4,16862," $95,317.00 "," $95,317.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,5,4489," $27,941.00 "," $27,941.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,6,13530," $82,550.00 "," $82,550.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,7,14442," $102,825.00 "," $102,825.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,8,18363," $104,033.00 "," $104,033.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,9,4232," $25,552.00 "," $25,552.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,10,16474," $117,348.00 "," $117,348.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,11,15695," $96,498.00 "," $96,498.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2022,12,23743," $138,361.00 "," $138,361.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2023,1,22656," $140,152.00 "," $140,152.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2023,2,4692," $30,614.00 "," $30,614.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,North,2023,3,19538," $146,662.00 "," $146,662.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,1,11375," $6,892.00 "," $6,892.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,2,34375," $18,412.00 "," $18,412.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,3,10715," $6,632.00 "," $6,632.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,4,3797," $20,651.00 "," $20,651.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,5,70685," $491,535.00 "," $491,535.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,6,1469," $9,066.00 "," $9,066.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,7,2582," $15,672.00 "," $15,672.00 "
Shampoo,Moisturizing,Nature's Harvest,Diamond Shine,South,2018,8,4189," $293,515.00 "," $293,515.00 "
